Año,Clave_Ent,Entidad,Cve. Municipio,Municipio,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Mes,Valor,Fecha
2026,26,Sonora,26008,Bacadéhuachi,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,Marzo,0,2026-03-01
2026,26,Sonora,26008,Bacadéhuachi,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo posesión simple,Narcomenudeo posesión simple,Marzo,0,2026-03-01
2026,26,Sonora,26008,Bacadéhuachi,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Marzo,0,2026-03-01
2026,26,Sonora,26008,Bacadéhuachi,Otros bienes jurídicos afectados (del fuero común),Suplantación y usurpación de identidad,Suplantación y usurpación de identidad,Suplantación y usurpación de identidad,Marzo,0,2026-03-01
2026,26,Sonora,26008,Bacadéhuachi,Otros bienes jurídicos afectados (del fuero común),Tortura,Tortura,Tortura,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Despojo,Despojo,Despojo,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Extorsión,Extorsión por otros medios,Extorsión por otros medios,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Extorsión,Extorsión presencial,Extorsión presencial,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Extorsión,Tentativa de extorsión por otros medios,Tentativa de extorsión por otros medios,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Extorsión,Tentativa de extorsión presencial,Tentativa de extorsión presencial,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Fraude,Fraude,Fraude,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Otros robos,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Otros robos,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo a casa habitación,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo a casa habitación,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo a institución bancaria,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo a institución bancaria,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo a negocio,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo a negocio,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo a transeúnte en espacio abierto al público,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo a transeúnte en vía pública,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo a transeúnte en vía pública,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo a transportista,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo a transportista,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo de autopartes,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo de autopartes,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo de ganado,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo de ganado,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios públicos",Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agrícola,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo de vehículo automotor - Coche de 4 ruedas,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo de vehículo automotor - Embarcaciones,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo de vehículo automotor - Motocicleta,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo en transporte individual,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo en transporte individual,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo en transporte público colectivo,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo en transporte público colectivo,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo en transporte público individual,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,El patrimonio,Robo,Robo en transporte público individual,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La familia,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Violencia de género en todas sus modalidades distinta a la violencia familiar,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La familia,Violencia familiar,Violencia familiar,Violencia familiar,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La libertad y la seguridad sexual,Violación,Violación equiparada,Violación equiparada,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La libertad y la seguridad sexual,Violación,Violación simple,Violación simple,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La libertad y la seguridad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,Violación a la intimidad sexual,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La sociedad,Corrupción de menores,Corrupción de menores,Corrupción de menores,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La sociedad,Discriminación,Discriminación,Discriminación,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La sociedad,Pornografía infantil,Pornografía infantil,Pornografía infantil,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La sociedad,Trata de personas,Trata de personas con fines de explotación sexual,Trata de personas con fines de explotación sexual,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La sociedad,Trata de personas,Trata de personas con fines de tráfico de órganos,Trata de personas con fines de tráfico de órganos,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Aborto,Aborto,Aborto,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de tránsito,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de tránsito,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Libertad personal,Privación ilegal de la libertad,Privación ilegal de la libertad,Privación ilegal de la libertad,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Libertad personal,Rapto,Rapto,Rapto,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Libertad personal,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,Retención o sustracción de menores e incapaces,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Libertad personal,Secuestro,Secuestro con calidad de rehén,Secuestro con calidad de rehén,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Libertad personal,Secuestro,Secuestro exprés,Secuestro exprés,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Libertad personal,Secuestro,Secuestro para causar daño,Secuestro para causar daño,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Libertad personal,Tráfico de menores,Tráfico de menores,Tráfico de menores,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Otros bienes jurídicos afectados (del fuero común),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Otros bienes jurídicos afectados (del fuero común),Amenazas,Amenazas,Amenazas,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Otros bienes jurídicos afectados (del fuero común),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Otros bienes jurídicos afectados (del fuero común),Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Delitos cometidos por servidores públicos,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Otros bienes jurídicos afectados (del fuero común),Delitos contra la administración de justicia,Delitos contra la administración de justicia,Delitos contra la administración de justicia,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Otros bienes jurídicos afectados (del fuero común),Electorales,Electorales,Electorales,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Otros bienes jurídicos afectados (del fuero común),Evasión de presos,Evasión de presos,Evasión de presos,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Otros bienes jurídicos afectados (del fuero común),Falsedad,Falsedad,Falsedad,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Otros bienes jurídicos afectados (del fuero común),Falsificación,Falsificación,Falsificación,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Otros bienes jurídicos afectados (del fuero común),Narcomenudeo,Narcomenudeo posesión simple,Narcomenudeo posesión simple,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Otros bienes jurídicos afectados (del fuero común),Otros delitos del Fuero Común,Otros delitos del Fuero Común,Otros delitos del Fuero Común,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Otros bienes jurídicos afectados (del fuero común),Suplantación y usurpación de identidad,Suplantación y usurpación de identidad,Suplantación y usurpación de identidad,Marzo,0,2026-03-01
2026,26,Sonora,26009,Bacanora,Otros bienes jurídicos afectados (del fuero común),Tortura,Tortura,Tortura,Marzo,0,2026-03-01
2026,26,Sonora,26010,Bacerac,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,Marzo,0,2026-03-01
2026,26,Sonora,26010,Bacerac,El patrimonio,Daño a la propiedad,Daño a la propiedad,Daño a la propiedad,Marzo,0,2026-03-01
2026,26,Sonora,26010,Bacerac,El patrimonio,Despojo,Despojo,Despojo,Marzo,0,2026-03-01
2026,26,Sonora,26010,Bacerac,El patrimonio,Extorsión,Extorsión por otros medios,Extorsión por otros medios,Marzo,0,2026-03-01
2026,26,Sonora,26010,Bacerac,El patrimonio,Extorsión,Extorsión presencial,Extorsión presencial,Marzo,0,2026-03-01
2026,26,Sonora,26010,Bacerac,El patrimonio,Extorsión,Tentativa de extorsión por otros medios,Tentativa de extorsión por otros medios,Marzo,0,2026-03-01
2026,26,Sonora,26010,Bacerac,El patrimonio,Extorsión,Tentativa de extorsión presencial,Tentativa de extorsión presencial,Marzo,0,2026-03-01
2026,26,Sonora,26010,Bacerac,El patrimonio,Fraude,Fraude,Fraude,Marzo,0,2026-03-01
2026,26,Sonora,26010,Bacerac,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Marzo,0,2026-03-01
2026,26,Sonora,26010,Bacerac,El patrimonio,Robo,Otros robos,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26010,Bacerac,El patrimonio,Robo,Otros robos,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26010,Bacerac,El patrimonio,Robo,Robo a casa habitación,Con violencia,Marzo,0,2026-03-01
2026,26,Sonora,26010,Bacerac,El patrimonio,Robo,Robo a casa habitación,Sin violencia,Marzo,0,2026-03-01
2026,26,Sonora,26010,Bacerac,El patrimonio,Robo,Robo a institución bancaria,Con violencia,Marzo,0,2026-03-01
